State,Year,Section_raw,Category_or_Location,Value,Note,Note2,Section,Category_or_Place
Illinois,2021,Time-To-Crime Rates for Firearms with an Illinois Recovery,2 Years to Under 3 Years,1083,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Illinois,2021,Time-To-Crime Rates for Firearms with an Illinois Recovery,3 Years and Over,6424,1/1/2021-12/31/2021 Illinois Average Time-to-Crime: 5.63 Years,1/1/2021-12/31/2021 National Average Time-to-Crime: 6.24 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Illinois,2021,Age of Possessors for Firearms with an Illinois Recovery,17 and Under,464,,,Age of Possessors,17 and Under
Illinois,2021,Age of Possessors for Firearms with an Illinois Recovery,18 to 21,1479,,,Age of Possessors,18 to 21
Illinois,2021,Age of Possessors for Firearms with an Illinois Recovery,22 to 24,1299,,,Age of Possessors,22 to 24
Illinois,2021,Age of Possessors for Firearms with an Illinois Recovery,25 to 30,2241,,,Age of Possessors,25 to 30
Illinois,2021,Age of Possessors for Firearms with an Illinois Recovery,31 to 40,1995,,,Age of Possessors,31 to 40
Illinois,2021,Age of Possessors for Firearms with an Illinois Recovery,41 to 50,821,,,Age of Possessors,41 to 50
Illinois,2021,Age of Possessors for Firearms with an Illinois Recovery,Over 50,929,1/1/2021-12/31/2021 Illinois Average Age of Possessor: 32 Years,1/1/2021-12/31/2021 National Average Age of Possessor: 34 Years,Age of Possessors,Over 50
Illinois,2021,Top Recovery Cities for Firearms with an Illinois Recovery,Chicago,9584,,,Top Recovery Cities in State,Chicago
Illinois,2021,Top Recovery Cities for Firearms with an Illinois Recovery,Rockford,495,,,Top Recovery Cities in State,Rockford
Illinois,2021,Top Recovery Cities for Firearms with an Illinois Recovery,Springfield,450,,,Top Recovery Cities in State,Springfield
Illinois,2021,Top Recovery Cities for Firearms with an Illinois Recovery,Peoria,400,,,Top Recovery Cities in State,Peoria
Illinois,2021,Top Recovery Cities for Firearms with an Illinois Recovery,Joliet,356,,,Top Recovery Cities in State,Joliet
Illinois,2021,Top Recovery Cities for Firearms with an Illinois Recovery,Decatur,194,,,Top Recovery Cities in State,Decatur
Illinois,2021,Top Recovery Cities for Firearms with an Illinois Recovery,East Saint Louis,191,,,Top Recovery Cities in State,East Saint Louis
Illinois,2021,Top Recovery Cities for Firearms with an Illinois Recovery,Aurora,182,,,Top Recovery Cities in State,Aurora
Illinois,2021,Top Recovery Cities for Firearms with an Illinois Recovery,Champaign,170,,,Top Recovery Cities in State,Champaign
Illinois,2021,Top Recovery Cities for Firearms with an Illinois Recovery,Kankakee,157,,,Top Recovery Cities in State,Kankakee
Illinois,2021,Top Recovery Cities for Firearms with an Illinois Recovery,Rock Island,146,,,Top Recovery Cities in State,Rock Island
Illinois,2022,Firearm Types with an Illinois Recovery,Pistols,16127,,,Firearms Types Recovered in State,Pistols
Illinois,2022,Firearm Types with an Illinois Recovery,Revolvers,1271,,,Firearms Types Recovered in State,Revolvers
Illinois,2022,Firearm Types with an Illinois Recovery,Rifles,1186,,,Firearms Types Recovered in State,Rifles
Illinois,2022,Firearm Types with an Illinois Recovery,Shotguns,776,,,Firearms Types Recovered in State,Shotguns
Illinois,2022,Firearm Types with an Illinois Recovery,Unknown Types,122,,,Firearms Types Recovered in State,Unknown Types
Illinois,2022,Firearm Types with an Illinois Recovery,Machineguns,106,,,Firearms Types Recovered in State,Machineguns
Illinois,2022,Firearm Types with an Illinois Recovery,Other*,118,"*Other includes Derringers, Receivers/Frames, Any Other Weapons, Silencers, a Combination and a Flare Gun.",,Firearms Types Recovered in State,Other*
Illinois,2022,Top Calibers Reported on Firearm Traces with an Illinois Recovery,9mm,10031,,,Top Calibers Reported,9mm
Illinois,2022,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.40 Cal,2376,,,Top Calibers Reported,.40 Cal
Illinois,2022,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.45 Cal,1263,,,Top Calibers Reported,.45 Cal
Illinois,2022,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.22 Cal,1130,,,Top Calibers Reported,.22 Cal
Illinois,2022,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.380 Cal,1025,,,Top Calibers Reported,.380 Cal
Illinois,2022,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.38 Cal,593,,,Top Calibers Reported,.38 Cal
Illinois,2022,Top Calibers Reported on Firearm Traces with an Illinois Recovery,12GA,541,,,Top Calibers Reported,12GA
Illinois,2022,Top Calibers Reported on Firearm Traces with an Illinois Recovery,5.56mm,359,,,Top Calibers Reported,5.56mm
Illinois,2022,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.357 Cal,347,,,Top Calibers Reported,.357 Cal
Illinois,2022,Top Calibers Reported on Firearm Traces with an Illinois Recovery,7.62mm,268,"NOTE: There were 1,433 additional traces that were associated with other calibers.​ There were 340 traces with an unknown caliber.",,Top Calibers Reported,7.62mm
Illinois,2022,Top Categories Reported on Firearm Traces with an Illinois Recovery,Firearm Under Investigation,8614,,,Top Crimes Reported,Firearm Under Investigation
Illinois,2022,Top Categories Reported on Firearm Traces with an Illinois Recovery,Weapon Offense,4146,,,Top Crimes Reported,Weapon Offense
Illinois,2022,Top Categories Reported on Firearm Traces with an Illinois Recovery,Possession of Weapon,2984,,,Top Crimes Reported,Possession of Weapon
Illinois,2022,Top Categories Reported on Firearm Traces with an Illinois Recovery,Found Firearm,1291,,,Top Crimes Reported,Found Firearm
Illinois,2022,Top Categories Reported on Firearm Traces with an Illinois Recovery,Dangerous Drugs,405,,,Top Crimes Reported,Dangerous Drugs
Illinois,2022,Top Categories Reported on Firearm Traces with an Illinois Recovery,Family Offense,395,,,Top Crimes Reported,Family Offense
Illinois,2022,Top Categories Reported on Firearm Traces with an Illinois Recovery,Aggravated Assault,287,,,Top Crimes Reported,Aggravated Assault
Illinois,2022,Top Categories Reported on Firearm Traces with an Illinois Recovery,Homicide,279,,,Top Crimes Reported,Homicide
Illinois,2022,Top Categories Reported on Firearm Traces with an Illinois Recovery,Suicide,207,,,Top Crimes Reported,Suicide
Illinois,2022,Top Categories Reported on Firearm Traces with an Illinois Recovery,Firing Weapon,154,NOTE: There were 944 additional traces that were associated with other categories.,,Top Crimes Reported,Firing Weapon
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Illinois,7479,,,Top States Where Firearms Came From,Illinois
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Indiana,2521,,,Top States Where Firearms Came From,Indiana
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Missouri,1005,,,Top States Where Firearms Came From,Missouri
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Wisconsin,650,,,Top States Where Firearms Came From,Wisconsin
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Kentucky,459,,,Top States Where Firearms Came From,Kentucky
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Mississippi,417,,,Top States Where Firearms Came From,Mississippi
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Georgia,336,,,Top States Where Firearms Came From,Georgia
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Tennessee,297,,,Top States Where Firearms Came From,Tennessee
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Texas,252,,,Top States Where Firearms Came From,Texas
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Iowa,243,,,Top States Where Firearms Came From,Iowa
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Ohio,220,,,Top States Where Firearms Came From,Ohio
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Alabama,202,,,Top States Where Firearms Came From,Alabama
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Florida,165,,,Top States Where Firearms Came From,Florida
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Arkansas,126,,,Top States Where Firearms Came From,Arkansas
Illinois,2022,Top 15 Source States for Firearms with an Illinois Recovery,Michigan,117,"NOTE: An additional 35 states and Puerto Rico accounted for 864 other traces. The source state was identified in 15,353 total traces.",,Top States Where Firearms Came From,Michigan
Illinois,2022,Time-To-Crime Rates for Firearms with an Illinois Recovery,Under 3 Months,990,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Illinois,2022,Time-To-Crime Rates for Firearms with an Illinois Recovery,3 Months to Under 7 Months,1116,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Illinois,2022,Time-To-Crime Rates for Firearms with an Illinois Recovery,7 Months to Under 1 Year,1581,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Illinois,2022,Time-To-Crime Rates for Firearms with an Illinois Recovery,1 Year to Under 2 Years,3343,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Illinois,2022,Time-To-Crime Rates for Firearms with an Illinois Recovery,2 Years to Under 3 Years,1633,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Illinois,2022,Time-To-Crime Rates for Firearms with an Illinois Recovery,3 Years and Over,6534,1/1/2022-12/31/2022 Illinois Average Time-to-Crime: 5.69 Years,1/1/2022-12/31/2022 National Average Time-to-Crime: 6.34 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Illinois,2022,Age of Possessors for Firearms with an Illinois Recovery,17 and Under,691,,,Age of Possessors,17 and Under
Illinois,2022,Age of Possessors for Firearms with an Illinois Recovery,18 to 21,1449,,,Age of Possessors,18 to 21
Illinois,2022,Age of Possessors for Firearms with an Illinois Recovery,22 to 24,1412,,,Age of Possessors,22 to 24
Illinois,2022,Age of Possessors for Firearms with an Illinois Recovery,25 to 30,2259,,,Age of Possessors,25 to 30
Illinois,2022,Age of Possessors for Firearms with an Illinois Recovery,31 to 40,2223,,,Age of Possessors,31 to 40
Illinois,2022,Age of Possessors for Firearms with an Illinois Recovery,41 to 50,994,,,Age of Possessors,41 to 50
Illinois,2022,Age of Possessors for Firearms with an Illinois Recovery,Over 50,1240,1/1/2022-12/31/2022 Illinois Average Age of Possessor: 33 Years,1/1/2022-12/31/2022 National Average Age of Possessor: 34 Years,Age of Possessors,Over 50
Illinois,2022,Top Recovery Cities for Firearms with an Illinois Recovery,Chicago,8671,,,Top Recovery Cities in State,Chicago
Illinois,2022,Top Recovery Cities for Firearms with an Illinois Recovery,Rockford,577,,,Top Recovery Cities in State,Rockford
Illinois,2022,Top Recovery Cities for Firearms with an Illinois Recovery,Springfield,537,,,Top Recovery Cities in State,Springfield
Illinois,2022,Top Recovery Cities for Firearms with an Illinois Recovery,Peoria,374,,,Top Recovery Cities in State,Peoria
Illinois,2022,Top Recovery Cities for Firearms with an Illinois Recovery,East Saint Louis,325,,,Top Recovery Cities in State,East Saint Louis
Illinois,2022,Top Recovery Cities for Firearms with an Illinois Recovery,Joliet,291,,,Top Recovery Cities in State,Joliet
Illinois,2022,Top Recovery Cities for Firearms with an Illinois Recovery,Decatur,220,,,Top Recovery Cities in State,Decatur
Illinois,2022,Top Recovery Cities for Firearms with an Illinois Recovery,Champaign,209,,,Top Recovery Cities in State,Champaign
Illinois,2022,Top Recovery Cities for Firearms with an Illinois Recovery,Benton,197,,,Top Recovery Cities in State,Benton
Illinois,2022,Top Recovery Cities for Firearms with an Illinois Recovery,Chicago Heights,161,,,Top Recovery Cities in State,Chicago Heights
Illinois,2023,Firearm Types with an Illinois Recovery,Pistols,18544,,,Firearms Types Recovered in State,Pistols
Illinois,2023,Firearm Types with an Illinois Recovery,Revolvers,1465,,,Firearms Types Recovered in State,Revolvers
Illinois,2023,Firearm Types with an Illinois Recovery,Rifles,1397,,,Firearms Types Recovered in State,Rifles
Illinois,2023,Firearm Types with an Illinois Recovery,Shotguns,858,,,Firearms Types Recovered in State,Shotguns
Illinois,2023,Firearm Types with an Illinois Recovery,Machinegun Conversion Devices,392,,,Firearms Types Recovered in State,Machinegun Conversion Devices
Illinois,2023,Firearm Types with an Illinois Recovery,Machineguns,129,,,Firearms Types Recovered in State,Machineguns
Illinois,2023,Firearm Types with an Illinois Recovery,Other*,188,"*Other includes Derringers, Unknown Types, Receivers/Frames, Any Other Weapons and a Combination.",,Firearms Types Recovered in State,Other*
Illinois,2023,Top Calibers Reported on Firearm Traces with an Illinois Recovery,9mm,11716,,,Top Calibers Reported,9mm
Illinois,2023,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.40 Cal,2751,,,Top Calibers Reported,.40 Cal
Illinois,2023,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.45 Cal,1425,,,Top Calibers Reported,.45 Cal
Illinois,2023,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.22 Cal,1303,,,Top Calibers Reported,.22 Cal
Illinois,2023,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.380 Cal,1112,,,Top Calibers Reported,.380 Cal
Illinois,2023,Top Calibers Reported on Firearm Traces with an Illinois Recovery,12GA,653,,,Top Calibers Reported,12GA
Illinois,2023,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.38 Cal,639,,,Top Calibers Reported,.38 Cal
Illinois,2023,Top Calibers Reported on Firearm Traces with an Illinois Recovery,5.56mm,407,,,Top Calibers Reported,5.56mm
Illinois,2023,Top Calibers Reported on Firearm Traces with an Illinois Recovery,.357 Cal,333,,,Top Calibers Reported,.357 Cal
Illinois,2023,Top Calibers Reported on Firearm Traces with an Illinois Recovery,7.62mm,317,"NOTE: There were 1,737 additional traces that were associated with other calibers.​ There were 580 traces with an unknown caliber.",,Top Calibers Reported,7.62mm
Illinois,2023,Top Categories Reported on Firearm Traces with an Illinois Recovery,Firearm Under Investigation,11076,,,Top Crimes Reported,Firearm Under Investigation
Illinois,2023,Top Categories Reported on Firearm Traces with an Illinois Recovery,Weapon Offense,4453,,,Top Crimes Reported,Weapon Offense
Illinois,2023,Top Categories Reported on Firearm Traces with an Illinois Recovery,Possession of Weapon,3081,,,Top Crimes Reported,Possession of Weapon
Illinois,2023,Top Categories Reported on Firearm Traces with an Illinois Recovery,Found Firearm,1489,,,Top Crimes Reported,Found Firearm
Illinois,2023,Top Categories Reported on Firearm Traces with an Illinois Recovery,Dangerous Drugs,417,,,Top Crimes Reported,Dangerous Drugs
Illinois,2023,Top Categories Reported on Firearm Traces with an Illinois Recovery,Family Offense,399,,,Top Crimes Reported,Family Offense
Illinois,2023,Top Categories Reported on Firearm Traces with an Illinois Recovery,Homicide,329,,,Top Crimes Reported,Homicide
Illinois,2023,Top Categories Reported on Firearm Traces with an Illinois Recovery,Aggravated Assault,288,,,Top Crimes Reported,Aggravated Assault
Illinois,2023,Top Categories Reported on Firearm Traces with an Illinois Recovery,Suicide,217,,,Top Crimes Reported,Suicide
Illinois,2023,Top Categories Reported on Firearm Traces with an Illinois Recovery,Robbery,163,"NOTE: There were 1,061 additional traces that were associated with other categories.",,Top Crimes Reported,Robbery
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Illinois,9147,,,Top States Where Firearms Came From,Illinois
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Indiana,2796,,,Top States Where Firearms Came From,Indiana
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Missouri,952,,,Top States Where Firearms Came From,Missouri
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Wisconsin,663,,,Top States Where Firearms Came From,Wisconsin
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Mississippi,419,,,Top States Where Firearms Came From,Mississippi
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Kentucky,405,,,Top States Where Firearms Came From,Kentucky
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Tennessee,390,,,Top States Where Firearms Came From,Tennessee
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Georgia,367,,,Top States Where Firearms Came From,Georgia
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Texas,315,,,Top States Where Firearms Came From,Texas
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Iowa,303,,,Top States Where Firearms Came From,Iowa
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Ohio,248,,,Top States Where Firearms Came From,Ohio
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Alabama,198,,,Top States Where Firearms Came From,Alabama
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Arizona,187,,,Top States Where Firearms Came From,Arizona
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Florida,173,,,Top States Where Firearms Came From,Florida
Illinois,2023,Top 15 Source States for Firearms with an Illinois Recovery,Michigan,159,"NOTE: An additional 35 states and Puerto Rico accounted for 1,086 other traces. The source state was identified in 17,808 total traces.",,Top States Where Firearms Came From,Michigan
Illinois,2023,Time-To-Crime Rates for Firearms with an Illinois Recovery,Under 3 Months,889,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Illinois,2023,Time-To-Crime Rates for Firearms with an Illinois Recovery,3 Months to Under 7 Months,1152,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Illinois,2023,Time-To-Crime Rates for Firearms with an Illinois Recovery,7 Months to Under 1 Year,1191,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Illinois,2023,Time-To-Crime Rates for Firearms with an Illinois Recovery,1 Year to Under 2 Years,2912,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Illinois,2023,Time-To-Crime Rates for Firearms with an Illinois Recovery,2 Years to Under 3 Years,2904,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Illinois,2023,Time-To-Crime Rates for Firearms with an Illinois Recovery,3 Years and Over,8599,1/1/2023-12/31/2023 Illinois Average Time-to-Crime: 6.28 Years,1/1/2023-12/31/2023 National Average Time-to-Crime: 6.76 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Illinois,2023,Age of Possessors for Firearms with an Illinois Recovery,17 and Under,802,,,Age of Possessors,17 and Under
Illinois,2023,Age of Possessors for Firearms with an Illinois Recovery,18 to 21,1847,,,Age of Possessors,18 to 21
Illinois,2023,Age of Possessors for Firearms with an Illinois Recovery,22 to 24,1325,,,Age of Possessors,22 to 24
Illinois,2023,Age of Possessors for Firearms with an Illinois Recovery,25 to 30,2160,,,Age of Possessors,25 to 30
Illinois,2023,Age of Possessors for Firearms with an Illinois Recovery,31 to 40,2658,,,Age of Possessors,31 to 40
Illinois,2023,Age of Possessors for Firearms with an Illinois Recovery,41 to 50,1205,,,Age of Possessors,41 to 50
Illinois,2023,Age of Possessors for Firearms with an Illinois Recovery,Over 50,1292,1/1/2023-12/31/2023 Illinois Average Age of Possessor: 33 Years,1/1/2023-12/31/2023 National Average Age of Possessor: 35 Years,Age of Possessors,Over 50
Illinois,2023,Top Recovery Cities for Firearms with an Illinois Recovery,Chicago,11460,,,Top Recovery Cities in State,Chicago
Illinois,2023,Top Recovery Cities for Firearms with an Illinois Recovery,Springfield,566,,,Top Recovery Cities in State,Springfield
Illinois,2023,Top Recovery Cities for Firearms with an Illinois Recovery,Rockford,564,,,Top Recovery Cities in State,Rockford
Illinois,2023,Top Recovery Cities for Firearms with an Illinois Recovery,Peoria,456,,,Top Recovery Cities in State,Peoria
Illinois,2023,Top Recovery Cities for Firearms with an Illinois Recovery,East Saint Louis,424,,,Top Recovery Cities in State,East Saint Louis
Illinois,2023,Top Recovery Cities for Firearms with an Illinois Recovery,Joliet,333,,,Top Recovery Cities in State,Joliet
Illinois,2023,Top Recovery Cities for Firearms with an Illinois Recovery,Decatur,269,,,Top Recovery Cities in State,Decatur
Illinois,2023,Top Recovery Cities for Firearms with an Illinois Recovery,Waukegan,182,,,Top Recovery Cities in State,Waukegan
Illinois,2023,Top Recovery Cities for Firearms with an Illinois Recovery,Aurora,177,,,Top Recovery Cities in State,Aurora
Illinois,2023,Top Recovery Cities for Firearms with an Illinois Recovery,Belleville,169,,,Top Recovery Cities in State,Belleville
Illinois,2023,Top Recovery Cities for Firearms with an Illinois Recovery,Kankakee,169,,,Top Recovery Cities in State,Kankakee
Indiana,2020,Firearm Types with an Indiana Recovery,Pistols,6700,,,Firearms Types Recovered in State,Pistols
Indiana,2020,Firearm Types with an Indiana Recovery,Rifles,869,,,Firearms Types Recovered in State,Rifles
Indiana,2020,Firearm Types with an Indiana Recovery,Revolvers,789,,,Firearms Types Recovered in State,Revolvers
Indiana,2020,Firearm Types with an Indiana Recovery,Shotguns,528,,,Firearms Types Recovered in State,Shotguns
Indiana,2020,Firearm Types with an Indiana Recovery,Derringers,62,,,Firearms Types Recovered in State,Derringers
Indiana,2020,Firearm Types with an Indiana Recovery,Receivers/Frames,58,,,Firearms Types Recovered in State,Receivers/Frames
Indiana,2020,Firearm Types with an Indiana Recovery,Other*,81,"* Other includes Silencers, Machineguns, Any Other Weapons, Unknown Types, Combinations, Destructive Devices and a Flare Gun.",,Firearms Types Recovered in State,Other*
Indiana,2020,Top Calibers Reported on Firearm Traces with an Indiana Recovery,9mm,3658,,,Top Calibers Reported,9mm
Indiana,2020,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.40 Cal,1078,,,Top Calibers Reported,.40 Cal
Indiana,2020,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.22 Cal,733,,,Top Calibers Reported,.22 Cal
Indiana,2020,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.380 Cal,683,,,Top Calibers Reported,.380 Cal
Indiana,2020,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.45 Cal,610,,,Top Calibers Reported,.45 Cal
Indiana,2020,Top Calibers Reported on Firearm Traces with an Indiana Recovery,12GA,366,,,Top Calibers Reported,12GA
Indiana,2020,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.38 Cal,360,,,Top Calibers Reported,.38 Cal
Indiana,2020,Top Calibers Reported on Firearm Traces with an Indiana Recovery,5.56mm,192,,,Top Calibers Reported,5.56mm
Indiana,2020,Top Calibers Reported on Firearm Traces with an Indiana Recovery,7.62mm,189,,,Top Calibers Reported,7.62mm
Indiana,2020,Top Calibers Reported on Firearm Traces with an Indiana Recovery,.357 Cal,188,NOTE: There were 827 additional traces that were associated with other calibers. There were 203 traces with an unknown caliber.,,Top Calibers Reported,.357 Cal
Indiana,2020,Top Categories Reported on Firearm Traces with an Indiana Recovery,Weapon Offense,2819,,,Top Crimes Reported,Weapon Offense
Indiana,2020,Top Categories Reported on Firearm Traces with an Indiana Recovery,Firearm Under Investigation,1648,,,Top Crimes Reported,Firearm Under Investigation
Indiana,2020,Top Categories Reported on Firearm Traces with an Indiana Recovery,Possession of Weapon,1447,,,Top Crimes Reported,Possession of Weapon
Indiana,2020,Top Categories Reported on Firearm Traces with an Indiana Recovery,Dangerous Drugs,605,,,Top Crimes Reported,Dangerous Drugs
Indiana,2020,Top Categories Reported on Firearm Traces with an Indiana Recovery,Found Firearm,542,,,Top Crimes Reported,Found Firearm
Indiana,2020,Top Categories Reported on Firearm Traces with an Indiana Recovery,Weapons Trafficking,522,,,Top Crimes Reported,Weapons Trafficking
Indiana,2020,Top Categories Reported on Firearm Traces with an Indiana Recovery,Homicide,230,,,Top Crimes Reported,Homicide
Indiana,2020,Top Categories Reported on Firearm Traces with an Indiana Recovery,Health - Safety,187,,,Top Crimes Reported,Health - Safety
Indiana,2020,Top Categories Reported on Firearm Traces with an Indiana Recovery,Family Offense,178,,,Top Crimes Reported,Family Offense
Indiana,2020,Top Categories Reported on Firearm Traces with an Indiana Recovery,Aggravated Assault,150,NOTE: There were 759 additional traces that were associated with other categories.,,Top Crimes Reported,Aggravated Assault
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Indiana,6038,,,Top States Where Firearms Came From,Indiana
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Kentucky,203,,,Top States Where Firearms Came From,Kentucky
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Illinois,145,,,Top States Where Firearms Came From,Illinois
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Ohio,122,,,Top States Where Firearms Came From,Ohio
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Michigan,98,,,Top States Where Firearms Came From,Michigan
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Florida,62,,,Top States Where Firearms Came From,Florida
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Tennessee,54,,,Top States Where Firearms Came From,Tennessee
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Georgia,46,,,Top States Where Firearms Came From,Georgia
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Texas,45,,,Top States Where Firearms Came From,Texas
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Missouri,30,,,Top States Where Firearms Came From,Missouri
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Mississippi,28,,,Top States Where Firearms Came From,Mississippi
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Wisconsin,25,,,Top States Where Firearms Came From,Wisconsin
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Pennsylvania,22,,,Top States Where Firearms Came From,Pennsylvania
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,North Carolina,21,,,Top States Where Firearms Came From,North Carolina
Indiana,2020,Top 15 Source States for Firearms with an Indiana Recovery,Virginia,21,"NOTE: An additional 32 states accounted for 214 other traces. The source state was identified in 7,174 total traces.",,Top States Where Firearms Came From,Virginia
Indiana,2020,Time-To-Crime Rates for Firearms with an Indiana Recovery,Under 3 Months,1069,,,Time-to-Crime for Firearms Recovered in State,Under 3 Months
Indiana,2020,Time-To-Crime Rates for Firearms with an Indiana Recovery,3 Months to Under 7 Months,763,,,Time-to-Crime for Firearms Recovered in State,3 Months to Under 7 Months
Indiana,2020,Time-To-Crime Rates for Firearms with an Indiana Recovery,7 Months to Under 1 Year,500,,,Time-to-Crime for Firearms Recovered in State,7 Months to Under 1 Year
Indiana,2020,Time-To-Crime Rates for Firearms with an Indiana Recovery,1 Year to Under 2 Years,765,,,Time-to-Crime for Firearms Recovered in State,1 Year to Under 2 Years
Indiana,2020,Time-To-Crime Rates for Firearms with an Indiana Recovery,2 Years to Under 3 Years,613,,,Time-to-Crime for Firearms Recovered in State,2 Years to Under 3 Years
Indiana,2020,Time-To-Crime Rates for Firearms with an Indiana Recovery,3 Years and Over,3385,1/1/2020-12/31/2020 Indiana Average Time-to-Crime: 6.25 Years,1/1/2020-12/31/2020 National Average Time-to-Crime: 7.01 Years,Time-to-Crime for Firearms Recovered in State,3 Years and Over
Indiana,2020,Age of Possessors for Firearms with an Indiana Recovery,17 and Under,238,,,Age of Possessors,17 and Under
Indiana,2020,Age of Possessors for Firearms with an Indiana Recovery,18 to 21,936,,,Age of Possessors,18 to 21
Indiana,2020,Age of Possessors for Firearms with an Indiana Recovery,22 to 24,708,,,Age of Possessors,22 to 24
Indiana,2020,Age of Possessors for Firearms with an Indiana Recovery,25 to 30,1160,,,Age of Possessors,25 to 30
Indiana,2020,Age of Possessors for Firearms with an Indiana Recovery,31 to 40,1283,,,Age of Possessors,31 to 40
Indiana,2020,Age of Possessors for Firearms with an Indiana Recovery,41 to 50,1194,,,Age of Possessors,41 to 50
Indiana,2020,Age of Possessors for Firearms with an Indiana Recovery,Over 50,462,1/1/2020-12/31/2020 Indiana Average Age of Possessor: 33 Years,1/1/2020-12/31/2020 National Average Age of Possessor: 34 Years,Age of Possessors,Over 50
Indiana,2020,Top Recovery Cities for Firearms with an Indiana Recovery,Indianapolis,3640,,,Top Recovery Cities in State,Indianapolis
Indiana,2020,Top Recovery Cities for Firearms with an Indiana Recovery,Fort Wayne,813,,,Top Recovery Cities in State,Fort Wayne
